"play_id","session_id","content_id","skipped","seconds_played"
"P00052298","SS00018670","C014216",1,29
"P00052299","SS00018670","C003996","",97
"P00052300","SS00018671","C000040","",193
"P00052301","SS00018671","C005939","",1085
"P00052302","SS00018671","C021916","",222
"P00052303","SS00018672","C022863","",323
"P00052304","SS00018672","C016840","",1901
"P00052305","SS00018672","C007918","",247
"P00052306","SS00018673","C008184","",195
"P00052307","SS00018673","C001939",1,16
"P00052308","SS00018673","C008830","",117
"P00052309","SS00018674","C000468",1,28
"P00052310","SS00018674","C029904",1,30
"P00052311","SS00018675","C028467","",601
"P00052312","SS00018675","C028458","",213
"P00052313","SS00018675","C000248",1,16
"P00052314","SS00018676","C016297","",144
"P00052315","SS00018676","C033743",1,22
"P00052316","SS00018676","C010643","",2153
"P00052317","SS00018677","C028249","",436
"P00052318","SS00018677","C007057","",1679
"P00052319","SS00018677","C005857","",275
"P00052320","SS00018677","C010228","",877
"P00052321","SS00018677","C023273","",107
"P00052322","SS00018678","C031895",1,37
"P00052323","SS00018678","C016133",1,44
"P00052324","SS00018678","C019750",1,43
"P00052325","SS00018679","C012248","",192
"P00052326","SS00018679","C000302","",2148
"P00052327","SS00018680","C029979","",568
"P00052328","SS00018680","C028404","",1653
"P00052329","SS00018681","C031781","",128
"P00052330","SS00018681","C033624","",252
"P00052331","SS00018682","C009292","",151
"P00052332","SS00018682","C002970","",178
"P00052333","SS00018682","C028097","",232
"P00052334","SS00018683","C012527","",213
"P00052335","SS00018683","C018008","",92
"P00052336","SS00018684","C030763",1,16
"P00052337","SS00018684","C005206","",271
"P00052338","SS00018685","C032748",1,27
"P00052339","SS00018685","C009384","",140
"P00052340","SS00018685","C005245","",810
"P00052341","SS00018685","C001323",1,35
"P00052342","SS00018685","C023994",1,16
"P00052343","SS00018686","C012109","",132
"P00052344","SS00018686","C017835","",149
"P00052345","SS00018687","C023322","",113
"P00052346","SS00018687","C025597","",1389
"P00052347","SS00018688","C020005",1,28
"P00052348","SS00018688","C028231",1,8
"P00052349","SS00018689","C030511","",110
"P00052350","SS00018689","C019010","",232
"P00052351","SS00018690","C011604","",1426
"P00052352","SS00018690","C022659","",290
"P00052353","SS00018691","C028473","",168
"P00052354","SS00018691","C027823","",257
"P00052355","SS00018691","C012917","",1045
"P00052356","SS00018691","C005430","",2821
"P00052357","SS00018692","C003278","",504
"P00052358","SS00018692","C014029","",172
"P00052359","SS00018692","C023505","",1195
"P00052360","SS00018693","C000547","",110
"P00052361","SS00018693","C014895",1,15
"P00052362","SS00018694","C001800","",165
"P00052363","SS00018694","C023666",1,43
"P00052364","SS00018694","C019750",1,16
"P00052365","SS00018694","C019994","",128
"P00052366","SS00018695","C011728","",1583
"P00052367","SS00018695","C021531","",195
"P00052368","SS00018695","C003116","",197
"P00052369","SS00018695","C032287",1,24
"P00052370","SS00018696","C006055","",142
"P00052371","SS00018696","C029118","",212
"P00052372","SS00018697","C002994","",165
"P00052373","SS00018697","C010016","",748
"P00052374","SS00018697","C024533","",202
"P00052375","SS00018698","C028301","",263
"P00052376","SS00018698","C013221","",151
"P00052377","SS00018698","C026579",1,11
"P00052378","SS00018699","C002435","",134
"P00052379","SS00018699","C015332","",1062
"P00052380","SS00018699","C013080","",389
"P00052381","SS00018700","C018873","",510
"P00052382","SS00018700","C009028",1,43
"P00052383","SS00018701","C033875","",207
"P00052384","SS00018701","C020598",1,24
"P00052385","SS00018702","C012764","",1953
"P00052386","SS00018702","C007724","",125
"P00052387","SS00018702","C012035","",111
"P00052388","SS00018703","C022432","",120
"P00052389","SS00018703","C011588","",757
"P00052390","SS00018704","C011645",1,17
"P00052391","SS00018704","C002808","",1827
"P00052392","SS00018704","C007760","",111
"P00052393","SS00018704","C000945",1,21
"P00052394","SS00018705","C011522","",100
"P00052395","SS00018705","C021644","",168
"P00052396","SS00018705","C014059","",1573
"P00052397","SS00018706","C023103","",863
"P00052398","SS00018706","C006768","",137
"P00052399","SS00018706","C014633","",162
"P00052400","SS00018707","C016694","",205
"P00052401","SS00018707","C002333","",130
"P00052402","SS00018707","C030987",1,41
"P00052403","SS00018708","C012256","",237
"P00052404","SS00018708","C007186",1,23
"P00052405","SS00018709","C023764","",249
"P00052406","SS00018709","C013004","",1816
"P00052407","SS00018709","C018529","",879
"P00052408","SS00018710","C030440",1,11
"P00052409","SS00018710","C005193","",102
"P00052410","SS00018710","C031780","",202
"P00052411","SS00018710","C023313",1,5
"P00052412","SS00018710","C015309","",135
"P00052413","SS00018711","C018512","",117
"P00052414","SS00018711","C015686","",171
"P00052415","SS00018712","C020920","",177
"P00052416","SS00018712","C012289",1,28
"P00052417","SS00018713","C004907",1,28
"P00052418","SS00018713","C027021","",849
"P00052419","SS00018714","C000077",1,39
"P00052420","SS00018714","C020382","",111
"P00052421","SS00018715","C015228",1,39
"P00052422","SS00018715","C023754","",141
"P00052423","SS00018715","C014730",1,43
"P00052424","SS00018716","C011249","",182
"P00052425","SS00018716","C000930",1,32
"P00052426","SS00018717","C029677",1,30
"P00052427","SS00018717","C025610",1,42
"P00052428","SS00018718","C032653","",224
"P00052429","SS00018718","C010494",1,21
"P00052430","SS00018718","C005291",1,16
"P00052431","SS00018718","C032001","",103
"P00052432","SS00018718","C024629","",1323
"P00052433","SS00018719","C011892",1,28
"P00052434","SS00018719","C020030","",140
"P00052435","SS00018719","C033595","",159
"P00052436","SS00018720","C024064","",441
"P00052437","SS00018720","C001984",1,42
"P00052438","SS00018721","C021135","",153
"P00052439","SS00018721","C026723","",215
"P00052440","SS00018722","C020365","",514
"P00052441","SS00018722","C001690","",170
"P00052442","SS00018723","C000624","",223
"P00052443","SS00018723","C005289","",1744
"P00052444","SS00018723","C023388","",152
"P00052445","SS00018723","C030155",1,9
"P00052446","SS00018724","C020379","",108
"P00052447","SS00018724","C023954","",123
"P00052448","SS00018724","C000678","",174
"P00052449","SS00018725","C031073","",235
"P00052450","SS00018725","C020795",1,11
"P00052451","SS00018726","C003569","",178
"P00052452","SS00018726","C000679","",155
"P00052453","SS00018726","C013494",1,6
"P00052454","SS00018727","C028751",1,26
"P00052455","SS00018727","C032621","",131
"P00052456","SS00018728","C026311","",1423
"P00052457","SS00018728","C025450",1,19
"P00052458","SS00018729","C002878","",1928
"P00052459","SS00018729","C003431",1,13
"P00052460","SS00018729","C003015","",500
"P00052461","SS00018729","C031920","",154
"P00052462","SS00018730","C026055","",218
"P00052463","SS00018730","C016738","",166
"P00052464","SS00018731","C000748","",303
"P00052465","SS00018731","C006862",1,34
"P00052466","SS00018731","C009782",1,37
"P00052467","SS00018732","C016307","",176
"P00052468","SS00018732","C033127",1,40
"P00052469","SS00018732","C023394","",1523
"P00052470","SS00018733","C005165","",255
"P00052471","SS00018733","C010248","",187
"P00052472","SS00018733","C033039","",176
"P00052473","SS00018734","C028262","",117
"P00052474","SS00018734","C004218",1,26
"P00052475","SS00018734","C006262","",1541
"P00052476","SS00018734","C029780","",1863
"P00052477","SS00018735","C011516",1,25
"P00052478","SS00018735","C032509",1,15
"P00052479","SS00018736","C018878","",207
"P00052480","SS00018736","C017890","",204
"P00052481","SS00018736","C025635",1,24
"P00052482","SS00018737","C032528",1,7
"P00052483","SS00018737","C005812",1,17
"P00052484","SS00018737","C019058","",527
"P00052485","SS00018738","C008041","",85
"P00052486","SS00018738","C011953","",334
"P00052487","SS00018738","C017058","",255
"P00052488","SS00018738","C030785","",171
"P00052489","SS00018738","C011066","",240
"P00052490","SS00018739","C010290","",847
"P00052491","SS00018739","C032232","",261
"P00052492","SS00018740","C005358",1,15
"P00052493","SS00018740","C016605","",163
"P00052494","SS00018740","C028161","",1835
"P00052495","SS00018741","C019658","",149
"P00052496","SS00018741","C015182",1,42
"P00052497","SS00018741","C032725","",118
"P00052498","SS00018741","C020663","",2058
"P00052499","SS00018742","C019334","",182
"P00052500","SS00018742","C007675","",129
"P00052501","SS00018743","C017174","",1700
"P00052502","SS00018743","C000668","",215
"P00052503","SS00018743","C007733","",2923
"P00052504","SS00018743","C021724","",283
"P00052505","SS00018744","C013246","",279
"P00052506","SS00018744","C000221",1,35
"P00052507","SS00018744","C005538","",580
"P00052508","SS00018745","C006422","",109
"P00052509","SS00018745","C002502","",220
"P00052510","SS00018745","C026533",1,27
"P00052511","SS00018746","C001556","",98
"P00052512","SS00018746","C027393","",164
"P00052513","SS00018747","C029614","",106
"P00052514","SS00018747","C020829",1,43
"P00052515","SS00018748","C028982","",1656
"P00052516","SS00018748","C009986","",184
"P00052517","SS00018748","C001682","",241
"P00052518","SS00018749","C006015","",1423
"P00052519","SS00018749","C029725","",252
"P00052520","SS00018749","C006356","",191
"P00052521","SS00018750","C024757","",117
"P00052522","SS00018750","C030000","",188
"P00052523","SS00018750","C001647","",828
"P00052524","SS00018751","C031112",1,31
"P00052525","SS00018751","C021266","",696
"P00052526","SS00018751","C015799","",1491
"P00052527","SS00018752","C031675","",373
"P00052528","SS00018752","C021791","",337
"P00052529","SS00018752","C000618","",189
"P00052530","SS00018753","C022372","",232
"P00052531","SS00018753","C021732","",1430
"P00052532","SS00018754","C002822","",191
"P00052533","SS00018754","C007858","",112
"P00052534","SS00018754","C021324",1,14
"P00052535","SS00018754","C026036","",125
"P00052536","SS00018755","C022330","",943
"P00052537","SS00018755","C004526","",195
"P00052538","SS00018756","C003598","",124
"P00052539","SS00018756","C017955","",142
"P00052540","SS00018756","C014133",1,21
"P00052541","SS00018756","C018295",1,14
"P00052542","SS00018756","C021965",1,37
"P00052543","SS00018756","C013815","",199
"P00052544","SS00018757","C023612",1,18
"P00052545","SS00018757","C005555","",206
"P00052546","SS00018757","C006787","",141
"P00052547","SS00018758","C020699","",1645
"P00052548","SS00018758","C004907","",2264
"P00052549","SS00018758","C004529","",207
"P00052550","SS00018759","C023670",1,10
"P00052551","SS00018759","C028233","",119
"P00052552","SS00018759","C018906","",136
"P00052553","SS00018759","C006190","",529
"P00052554","SS00018760","C033083","",201
"P00052555","SS00018760","C015091","",134
"P00052556","SS00018760","C016039",1,32
"P00052557","SS00018760","C010678","",815
"P00052558","SS00018760","C007032",1,12
"P00052559","SS00018761","C026441",1,32
"P00052560","SS00018761","C018836","",279
"P00052561","SS00018762","C000732","",119
"P00052562","SS00018762","C000615","",243
"P00052563","SS00018762","C032034",1,17
"P00052564","SS00018763","C006347","",226
"P00052565","SS00018763","C010466","",193
"P00052566","SS00018763","C031783","",2033
"P00052567","SS00018764","C030179","",202
"P00052568","SS00018764","C031392","",343
"P00052569","SS00018765","C004302","",105
"P00052570","SS00018765","C020338","",147
"P00052571","SS00018766","C014070",1,6
"P00052572","SS00018766","C022288","",199
"P00052573","SS00018766","C000823","",263
"P00052574","SS00018767","C017242","",141
"P00052575","SS00018767","C022306","",112
"P00052576","SS00018768","C009915","",710
"P00052577","SS00018768","C016465","",92
"P00052578","SS00018769","C015395",1,21
"P00052579","SS00018769","C005555","",154
"P00052580","SS00018769","C020644","",180
"P00052581","SS00018769","C020708","",829
"P00052582","SS00018770","C027260",1,28
"P00052583","SS00018770","C029468","",1154
"P00052584","SS00018770","C023275",1,6
"P00052585","SS00018771","C015616","",201
"P00052586","SS00018771","C033799","",247
"P00052587","SS00018771","C031288","",200
"P00052588","SS00018772","C026575","",142
"P00052589","SS00018772","C018231",1,27
"P00052590","SS00018773","C018728","",147
"P00052591","SS00018773","C007022","",1648
"P00052592","SS00018773","C026054","",772
"P00052593","SS00018773","C013011","",205
"P00052594","SS00018773","C006632",1,35
"P00052595","SS00018774","C004656",1,30
"P00052596","SS00018774","C031316","",113
"P00052597","SS00018775","C016287","",235
"P00052598","SS00018775","C017813","",1506
"P00052599","SS00018775","C000236",1,21
"P00052600","SS00018776","C020647","",614
"P00052601","SS00018776","C002092",1,28
"P00052602","SS00018776","C013276",1,30
"P00052603","SS00018776","C029186","",143
"P00052604","SS00018777","C011753",1,17
"P00052605","SS00018777","C033387",1,32
"P00052606","SS00018777","C031151","",181
"P00052607","SS00018778","C015668","",145
"P00052608","SS00018778","C032176",1,22
"P00052609","SS00018779","C028469","",141
"P00052610","SS00018779","C005602",1,33
"P00052611","SS00018780","C015526","",163
"P00052612","SS00018780","C009083","",139
"P00052613","SS00018781","C024382","",97
"P00052614","SS00018781","C018806","",1059
"P00052615","SS00018782","C005314",1,16
"P00052616","SS00018782","C020218","",2380
"P00052617","SS00018782","C015298","",1773
"P00052618","SS00018783","C007293",1,7
"P00052619","SS00018783","C023819","",111
"P00052620","SS00018783","C013415",1,20
"P00052621","SS00018784","C006398","",1191
"P00052622","SS00018784","C019057","",221
"P00052623","SS00018784","C029946","",1255
"P00052624","SS00018785","C029443","",2525
"P00052625","SS00018785","C028783","",183
"P00052626","SS00018786","C005742","",104
"P00052627","SS00018786","C031486",1,6
"P00052628","SS00018787","C009264","",214
"P00052629","SS00018787","C032632","",169
"P00052630","SS00018787","C023651","",162
"P00052631","SS00018788","C020975","",113
"P00052632","SS00018788","C012849",1,35
"P00052633","SS00018789","C021675","",113
"P00052634","SS00018789","C033643","",183
"P00052635","SS00018789","C016904",1,14
"P00052636","SS00018790","C012093","",207
"P00052637","SS00018790","C007843","",210
"P00052638","SS00018790","C025429",1,25
"P00052639","SS00018791","C007194",1,40
"P00052640","SS00018791","C032178","",1558
"P00052641","SS00018792","C020070","",1864
"P00052642","SS00018792","C029544","",583
"P00052643","SS00018792","C002621","",106
"P00052644","SS00018792","C013044",1,25
"P00052645","SS00018793","C030258","",219
"P00052646","SS00018793","C020369","",118
"P00052647","SS00018793","C007531","",238
"P00052648","SS00018794","C024258",1,23
"P00052649","SS00018794","C019191","",276
"P00052650","SS00018794","C013816","",2142
"P00052651","SS00018795","C003705","",170
"P00052652","SS00018795","C025446","",127
"P00052653","SS00018795","C004662",1,19
"P00052654","SS00018795","C028023","",376
"P00052655","SS00018795","C031299","",156
"P00052656","SS00018796","C004850",1,11
"P00052657","SS00018796","C026701",1,21
"P00052658","SS00018796","C018508","",127
"P00052659","SS00018796","C007425","",373
"P00052660","SS00018797","C027435","",155
"P00052661","SS00018797","C008449","",2084
"P00052662","SS00018797","C006097","",1686
"P00052663","SS00018798","C033784","",141
"P00052664","SS00018798","C002214",1,29
"P00052665","SS00018799","C008431","",162
"P00052666","SS00018799","C031515","",140
"P00052667","SS00018799","C009328","",662
"P00052668","SS00018800","C008151","",190
"P00052669","SS00018800","C027213","",213
"P00052670","SS00018801","C007320","",132
"P00052671","SS00018801","C009073","",142
"P00052672","SS00018802","C007854",1,24
"P00052673","SS00018802","C004971",1,37
"P00052674","SS00018803","C018027",1,34
"P00052675","SS00018803","C005354","",100
"P00052676","SS00018803","C020804","",1376
"P00052677","SS00018803","C029359","",219
"P00052678","SS00018803","C005186",1,9
"P00052679","SS00018804","C015212","",145
"P00052680","SS00018804","C010225","",121
"P00052681","SS00018805","C010412","",781
"P00052682","SS00018805","C015052",1,19
"P00052683","SS00018805","C015647","",140
"P00052684","SS00018806","C019992","",1407
"P00052685","SS00018806","C001334","",1728
"P00052686","SS00018806","C029063",1,31
"P00052687","SS00018807","C019014","",108
"P00052688","SS00018807","C002805","",296
"P00052689","SS00018807","C009145",1,32
"P00052690","SS00018807","C012455","",131
"P00052691","SS00018808","C012325","",1866
"P00052692","SS00018808","C000448",1,30
"P00052693","SS00018809","C027935","",702
"P00052694","SS00018809","C029592","",1637
"P00052695","SS00018809","C005857","",218
"P00052696","SS00018810","C008718","",269
"P00052697","SS00018810","C011014","",277
"P00052698","SS00018810","C007117","",197
"P00052699","SS00018811","C022423","",796
"P00052700","SS00018811","C025234","",132
"P00052701","SS00018811","C013187",1,26
"P00052702","SS00018812","C011226","",1720
"P00052703","SS00018812","C000985","",132
"P00052704","SS00018812","C031466",1,11
"P00052705","SS00018813","C022048","",147
"P00052706","SS00018813","C014632","",1750
"P00052707","SS00018814","C017519","",120
"P00052708","SS00018814","C021049","",1193
"P00052709","SS00018814","C025721","",1842
"P00052710","SS00018815","C022580","",195
"P00052711","SS00018815","C020354",1,25
"P00052712","SS00018815","C032142","",304
"P00052713","SS00018816","C014278","",957
"P00052714","SS00018816","C032568",1,16
"P00052715","SS00018816","C010693",1,24
"P00052716","SS00018817","C031692","",762
"P00052717","SS00018817","C006193","",615
"P00052718","SS00018817","C019277","",1887
"P00052719","SS00018817","C008931",1,43
"P00052720","SS00018818","C014271",1,21
"P00052721","SS00018818","C006609","",183
"P00052722","SS00018819","C002799","",91
"P00052723","SS00018819","C016140",1,24
"P00052724","SS00018819","C015992",1,11
"P00052725","SS00018820","C002819","",262
"P00052726","SS00018820","C005565","",238
"P00052727","SS00018820","C029558",1,24
"P00052728","SS00018820","C011008","",129
"P00052729","SS00018821","C011430",1,5
"P00052730","SS00018821","C032467",1,18
"P00052731","SS00018821","C012291","",135
"P00052732","SS00018822","C017419",1,6
"P00052733","SS00018822","C021851","",148
"P00052734","SS00018822","C002326","",2271
"P00052735","SS00018822","C015680",1,29
"P00052736","SS00018823","C007055","",121
"P00052737","SS00018823","C031682",1,16
"P00052738","SS00018823","C019842","",490
"P00052739","SS00018824","C016257",1,26
"P00052740","SS00018824","C004735","",831
"P00052741","SS00018825","C009488","",1953
"P00052742","SS00018825","C010853","",183
"P00052743","SS00018826","C013226","",1779
"P00052744","SS00018826","C015342","",2072
"P00052745","SS00018827","C029940",1,33
"P00052746","SS00018827","C014876","",193
"P00052747","SS00018827","C031277","",111
"P00052748","SS00018827","C021241","",736
"P00052749","SS00018828","C030383","",194
"P00052750","SS00018828","C023728",1,31
"P00052751","SS00018828","C004553","",254
"P00052752","SS00018829","C025282","",1363
"P00052753","SS00018829","C025580","",221
"P00052754","SS00018830","C026835","",237
"P00052755","SS00018830","C029858",1,10
"P00052756","SS00018830","C004770","",126
"P00052757","SS00018831","C020822","",142
"P00052758","SS00018831","C025188","",150
"P00052759","SS00018831","C014981","",578
"P00052760","SS00018832","C010974",1,25
"P00052761","SS00018832","C031165","",190
"P00052762","SS00018832","C030352",1,29
"P00052763","SS00018832","C029194","",118
"P00052764","SS00018833","C025654",1,34
"P00052765","SS00018833","C009000","",244
"P00052766","SS00018833","C028516",1,32
"P00052767","SS00018834","C014210",1,39
"P00052768","SS00018834","C010640","",1120
"P00052769","SS00018835","C024322","",208
"P00052770","SS00018835","C000793","",964
"P00052771","SS00018836","C027786",1,44
"P00052772","SS00018836","C018712",1,42
"P00052773","SS00018836","C015855",1,15
"P00052774","SS00018837","C021413","",1724
"P00052775","SS00018837","C011538","",875
"P00052776","SS00018837","C011537","",178
"P00052777","SS00018838","C031720","",142
"P00052778","SS00018838","C003254","",117
"P00052779","SS00018839","C009724","",1281
"P00052780","SS00018839","C019185","",237
"P00052781","SS00018839","C024881","",276
"P00052782","SS00018840","C012577","",585
"P00052783","SS00018840","C008254","",1577
"P00052784","SS00018840","C004537","",994
"P00052785","SS00018840","C031161","",719
"P00052786","SS00018841","C006118","",182
"P00052787","SS00018841","C029872","",757
"P00052788","SS00018841","C000179","",221
"P00052789","SS00018842","C009444","",268
"P00052790","SS00018842","C001517",1,15
"P00052791","SS00018842","C013285","",191
"P00052792","SS00018842","C008390",1,31
"P00052793","SS00018843","C031819","",1191
"P00052794","SS00018843","C004744",1,10
"P00052795","SS00018843","C027332","",176
"P00052796","SS00018843","C022730",1,44
"P00052797","SS00018844","C001388",1,41
"P00052798","SS00018844","C003010","",191
"P00052799","SS00018845","C013898","",1974
"P00052800","SS00018845","C021367",1,5
"P00052801","SS00018845","C033020","",902
"P00052802","SS00018846","C024700","",1281
"P00052803","SS00018846","C011860","",281
"P00052804","SS00018847","C027932","",217
"P00052805","SS00018847","C026596","",245
"P00052806","SS00018848","C022757","",517
"P00052807","SS00018848","C022842","",921
"P00052808","SS00018848","C012724",1,10
"P00052809","SS00018849","C005717","",2187
"P00052810","SS00018849","C001824","",213
"P00052811","SS00018849","C005059",1,24
"P00052812","SS00018850","C020820","",129
"P00052813","SS00018850","C019007","",247
"P00052814","SS00018850","C005990","",102
"P00052815","SS00018851","C031151","",220
"P00052816","SS00018851","C002796","",245
"P00052817","SS00018851","C004107","",1454
"P00052818","SS00018852","C004420","",172
"P00052819","SS00018852","C022157","",217
"P00052820","SS00018852","C005069","",130
"P00052821","SS00018852","C005106","",248
"P00052822","SS00018853","C019235","",249
"P00052823","SS00018853","C025646","",272
"P00052824","SS00018854","C006002","",92
"P00052825","SS00018854","C021199","",1829
"P00052826","SS00018855","C023279","",472
"P00052827","SS00018855","C022480",1,10
"P00052828","SS00018855","C018011",1,39
"P00052829","SS00018855","C023031","",168
"P00052830","SS00018856","C029997","",1800
"P00052831","SS00018856","C031585","",739
"P00052832","SS00018856","C002279","",393
"P00052833","SS00018856","C028438",1,10
"P00052834","SS00018856","C010730",1,37
"P00052835","SS00018857","C025936","",140
"P00052836","SS00018857","C020787","",217
"P00052837","SS00018857","C015079",1,24
"P00052838","SS00018858","C018504","",168
"P00052839","SS00018858","C010462",1,12
"P00052840","SS00018858","C009582","",2809
"P00052841","SS00018858","C007348",1,16
"P00052842","SS00018858","C030128",1,37
"P00052843","SS00018859","C014720",1,36
"P00052844","SS00018859","C018026","",283
"P00052845","SS00018860","C025056","",216
"P00052846","SS00018860","C032830","",805
"P00052847","SS00018860","C030460","",339
"P00052848","SS00018861","C012299",1,12
"P00052849","SS00018861","C029624","",231
"P00052850","SS00018861","C009638",1,9
"P00052851","SS00018862","C017312",1,6
"P00052852","SS00018862","C032769","",202
"P00052853","SS00018862","C003635",1,18
"P00052854","SS00018862","C018369","",257
"P00052855","SS00018863","C012634","",163
"P00052856","SS00018863","C033870","",954
"P00052857","SS00018863","C002158","",107
"P00052858","SS00018864","C004830","",1844
"P00052859","SS00018864","C031442","",908
"P00052860","SS00018865","C000871","",1937
"P00052861","SS00018865","C023225","",212
"P00052862","SS00018866","C021199","",1072
"P00052863","SS00018866","C029005","",239
"P00052864","SS00018866","C024138",1,25
"P00052865","SS00018867","C025032","",1621
"P00052866","SS00018867","C005046","",138
"P00052867","SS00018867","C016638","",132
"P00052868","SS00018868","C006444","",285
"P00052869","SS00018868","C005259","",228
"P00052870","SS00018868","C022317",1,39
"P00052871","SS00018869","C000204","",216
"P00052872","SS00018869","C016194","",167
"P00052873","SS00018870","C027973",1,27
"P00052874","SS00018870","C004132",1,30
"P00052875","SS00018871","C025281","",166
"P00052876","SS00018871","C017730","",1931
"P00052877","SS00018871","C000190","",177
"P00052878","SS00018872","C017659",1,14
"P00052879","SS00018872","C014801","",788
"P00052880","SS00018872","C005435",1,21
"P00052881","SS00018873","C020213",1,23
"P00052882","SS00018873","C024056",1,28
"P00052883","SS00018873","C030234","",1100
"P00052884","SS00018874","C015051","",143
"P00052885","SS00018874","C008906","",164
"P00052886","SS00018875","C020453","",198
"P00052887","SS00018875","C030585","",121
"P00052888","SS00018876","C022502",1,44
"P00052889","SS00018876","C012156","",141
"P00052890","SS00018877","C030769",1,34
"P00052891","SS00018877","C032616","",138
"P00052892","SS00018878","C004156",1,25
"P00052893","SS00018878","C020428","",157
"P00052894","SS00018879","C024006",1,38
"P00052895","SS00018879","C012521","",899
"P00052896","SS00018880","C008472","",1189
"P00052897","SS00018880","C000401","",261
"P00052898","SS00018880","C013789","",177
"P00052899","SS00018881","C032073","",616
"P00052900","SS00018881","C016713","",176
"P00052901","SS00018881","C021790","",181
"P00052902","SS00018882","C001665","",2201
"P00052903","SS00018882","C001944","",449
"P00052904","SS00018883","C014911","",506
"P00052905","SS00018883","C000664","",650
"P00052906","SS00018883","C020077","",135
"P00052907","SS00018884","C006107","",192
"P00052908","SS00018884","C000830","",1544
"P00052909","SS00018884","C004510","",1991
"P00052910","SS00018885","C030595","",181
"P00052911","SS00018885","C014268","",144
"P00052912","SS00018885","C031506","",160
"P00052913","SS00018885","C023678",1,29
"P00052914","SS00018885","C020229","",225
"P00052915","SS00018886","C029147","",467
"P00052916","SS00018886","C025318","",352
"P00052917","SS00018886","C009677","",969
"P00052918","SS00018887","C031950","",257
"P00052919","SS00018887","C013534",1,8
"P00052920","SS00018887","C008617",1,27
"P00052921","SS00018888","C029984","",212
"P00052922","SS00018888","C032335","",253
"P00052923","SS00018889","C028239","",1996
"P00052924","SS00018889","C006280","",153
"P00052925","SS00018889","C004984","",153
"P00052926","SS00018889","C019849","",387
"P00052927","SS00018889","C022426","",1446
"P00052928","SS00018890","C016337","",1102
"P00052929","SS00018890","C018677","",1197
"P00052930","SS00018890","C022896","",504
"P00052931","SS00018891","C024672",1,23
"P00052932","SS00018891","C012906",1,43
"P00052933","SS00018891","C028592","",216
"P00052934","SS00018892","C007926","",371
"P00052935","SS00018892","C023906","",346
"P00052936","SS00018893","C019160",1,11
"P00052937","SS00018893","C003545",1,34
"P00052938","SS00018893","C030920",1,6
"P00052939","SS00018894","C000472",1,21
"P00052940","SS00018894","C014649",1,8
"P00052941","SS00018894","C021892","",213
"P00052942","SS00018895","C029188","",225
"P00052943","SS00018895","C011730",1,42
"P00052944","SS00018895","C019342","",1710
"P00052945","SS00018895","C025732",1,31
"P00052946","SS00018896","C030645","",152
"P00052947","SS00018896","C027325","",248
"P00052948","SS00018896","C006132","",613
"P00052949","SS00018897","C031787",1,8
"P00052950","SS00018897","C008353",1,15
"P00052951","SS00018898","C004285","",199
"P00052952","SS00018898","C020860","",119
"P00052953","SS00018899","C027841","",133
"P00052954","SS00018899","C022560","",604
"P00052955","SS00018900","C025777","",543
"P00052956","SS00018900","C028226","",1879
"P00052957","SS00018901","C026678","",426
"P00052958","SS00018901","C001752","",193
"P00052959","SS00018902","C028169","",969
"P00052960","SS00018902","C029020",1,39
"P00052961","SS00018903","C014815","",1103
"P00052962","SS00018903","C024349",1,6
"P00052963","SS00018903","C015312",1,25
"P00052964","SS00018903","C003074","",190
"P00052965","SS00018904","C028927",1,14
"P00052966","SS00018904","C014909","",984
"P00052967","SS00018905","C009887",1,34
"P00052968","SS00018905","C027104","",109
"P00052969","SS00018905","C023362","",158
"P00052970","SS00018906","C003118","",318
"P00052971","SS00018906","C007060","",1010
"P00052972","SS00018907","C011089","",333
"P00052973","SS00018907","C030200","",101
"P00052974","SS00018908","C001443","",204
"P00052975","SS00018908","C003209","",227
"P00052976","SS00018909","C019051","",175
"P00052977","SS00018909","C028680","",158
"P00052978","SS00018910","C006534","",228
"P00052979","SS00018910","C020501","",205
"P00052980","SS00018911","C020519","",132
"P00052981","SS00018911","C015367",1,15
"P00052982","SS00018911","C028671","",1757
"P00052983","SS00018911","C003608","",106
"P00052984","SS00018912","C030436","",811
"P00052985","SS00018912","C012183","",178
"P00052986","SS00018912","C000393",1,40
"P00052987","SS00018912","C026425","",351
"P00052988","SS00018912","C031027","",100
"P00052989","SS00018913","C002290","",195
"P00052990","SS00018913","C016299","",165
"P00052991","SS00018913","C029853","",191
"P00052992","SS00018913","C009383","",542
"P00052993","SS00018913","C031055","",292
"P00052994","SS00018914","C007941",1,30
"P00052995","SS00018914","C022654",1,40
"P00052996","SS00018914","C009821",1,19
"P00052997","SS00018914","C025230","",188
"P00052998","SS00018915","C020823",1,18
"P00052999","SS00018915","C012726","",1509
"P00053000","SS00018916","C030860","",227
"P00053001","SS00018916","C027301","",945
"P00053002","SS00018916","C009056","",101
"P00053003","SS00018917","C022993","",159
"P00053004","SS00018917","C008135","",120
"P00053005","SS00018918","C008891","",229
"P00053006","SS00018918","C017127","",126
"P00053007","SS00018919","C026507",1,38
"P00053008","SS00018919","C033084","",144
"P00053009","SS00018919","C009262","",1290
"P00053010","SS00018919","C010053","",114
"P00053011","SS00018919","C002002","",93
"P00053012","SS00018920","C008906","",286
"P00053013","SS00018920","C026233","",170
"P00053014","SS00018920","C031567","",1981
"P00053015","SS00018921","C006197","",231
"P00053016","SS00018921","C019793","",235
"P00053017","SS00018922","C007364","",146
